,date,canton,new_tested,new_conf,new_released,new_deceased
365,2020-01-18,NW,0.0,0.0,0.0,0.0
366,2020-01-18,OW,0.0,0.0,0.0,0.0
367,2020-01-18,SG,0.0,0.0,0.0,0.0
368,2020-01-18,SH,0.0,0.0,0.0,0.0
369,2020-01-18,SO,0.0,0.0,0.0,0.0
370,2020-01-18,SZ,0.0,0.0,0.0,0.0
371,2020-01-18,TG,0.0,0.0,0.0,0.0
372,2020-01-18,TI,0.0,0.0,0.0,0.0
373,2020-01-18,UR,0.0,0.0,0.0,0.0
374,2020-01-18,VD,0.0,0.0,0.0,0.0
375,2020-01-18,VS,0.0,0.0,0.0,0.0
376,2020-01-18,ZG,0.0,0.0,0.0,0.0
377,2020-01-18,ZH,0.0,0.0,0.0,0.0
378,2020-01-19,AG,0.0,0.0,0.0,0.0
379,2020-01-19,AI,0.0,0.0,0.0,0.0
380,2020-01-19,AR,0.0,0.0,0.0,0.0
381,2020-01-19,BE,0.0,0.0,0.0,0.0
382,2020-01-19,BL,0.0,0.0,0.0,0.0
383,2020-01-19,BS,0.0,0.0,0.0,0.0
384,2020-01-19,FL,0.0,0.0,0.0,0.0
385,2020-01-19,FR,0.0,0.0,0.0,0.0
386,2020-01-19,GE,0.0,0.0,0.0,0.0
387,2020-01-19,GL,0.0,0.0,0.0,0.0
388,2020-01-19,GR,0.0,0.0,0.0,0.0
389,2020-01-19,JU,0.0,0.0,0.0,0.0
390,2020-01-19,LU,0.0,0.0,0.0,0.0
391,2020-01-19,NE,0.0,0.0,0.0,0.0
392,2020-01-19,NW,0.0,0.0,0.0,0.0
393,2020-01-19,OW,0.0,0.0,0.0,0.0
394,2020-01-19,SG,0.0,0.0,0.0,0.0
395,2020-01-19,SH,0.0,0.0,0.0,0.0
396,2020-01-19,SO,0.0,0.0,0.0,0.0
397,2020-01-19,SZ,0.0,0.0,0.0,0.0
398,2020-01-19,TG,0.0,0.0,0.0,0.0
399,2020-01-19,TI,0.0,0.0,0.0,0.0
400,2020-01-19,UR,0.0,0.0,0.0,0.0
401,2020-01-19,VD,0.0,0.0,0.0,0.0
402,2020-01-19,VS,0.0,0.0,0.0,0.0
403,2020-01-19,ZG,0.0,0.0,0.0,0.0
404,2020-01-19,ZH,0.0,0.0,0.0,0.0
405,2020-01-20,AG,0.0,0.0,0.0,0.0
406,2020-01-20,AI,0.0,0.0,0.0,0.0
407,2020-01-20,AR,0.0,0.0,0.0,0.0
408,2020-01-20,BE,0.0,0.0,0.0,0.0
409,2020-01-20,BL,0.0,0.0,0.0,0.0
410,2020-01-20,BS,0.0,0.0,0.0,0.0
411,2020-01-20,FL,0.0,0.0,0.0,0.0
412,2020-01-20,FR,0.0,0.0,0.0,0.0
413,2020-01-20,GE,0.0,0.0,0.0,0.0
414,2020-01-20,GL,0.0,0.0,0.0,0.0
415,2020-01-20,GR,0.0,0.0,0.0,0.0
416,2020-01-20,JU,0.0,0.0,0.0,0.0
417,2020-01-20,LU,0.0,0.0,0.0,0.0
418,2020-01-20,NE,0.0,0.0,0.0,0.0
419,2020-01-20,NW,0.0,0.0,0.0,0.0
420,2020-01-20,OW,0.0,0.0,0.0,0.0
421,2020-01-20,SG,0.0,0.0,0.0,0.0
422,2020-01-20,SH,0.0,0.0,0.0,0.0
423,2020-01-20,SO,0.0,0.0,0.0,0.0
424,2020-01-20,SZ,0.0,0.0,0.0,0.0
425,2020-01-20,TG,0.0,0.0,0.0,0.0
426,2020-01-20,TI,0.0,0.0,0.0,0.0
427,2020-01-20,UR,0.0,0.0,0.0,0.0
428,2020-01-20,VD,0.0,0.0,0.0,0.0
429,2020-01-20,VS,0.0,0.0,0.0,0.0
430,2020-01-20,ZG,0.0,0.0,0.0,0.0
431,2020-01-20,ZH,0.0,0.0,0.0,0.0
432,2020-01-21,AG,0.0,0.0,0.0,0.0
433,2020-01-21,AI,0.0,0.0,0.0,0.0
434,2020-01-21,AR,0.0,0.0,0.0,0.0
435,2020-01-21,BE,0.0,0.0,0.0,0.0
436,2020-01-21,BL,0.0,0.0,0.0,0.0
437,2020-01-21,BS,0.0,0.0,0.0,0.0
438,2020-01-21,FL,0.0,0.0,0.0,0.0
439,2020-01-21,FR,0.0,0.0,0.0,0.0
440,2020-01-21,GE,0.0,0.0,0.0,0.0
441,2020-01-21,GL,0.0,0.0,0.0,0.0
442,2020-01-21,GR,0.0,0.0,0.0,0.0
443,2020-01-21,JU,0.0,0.0,0.0,0.0
444,2020-01-21,LU,0.0,0.0,0.0,0.0
445,2020-01-21,NE,0.0,0.0,0.0,0.0
446,2020-01-21,NW,0.0,0.0,0.0,0.0
447,2020-01-21,OW,0.0,0.0,0.0,0.0
448,2020-01-21,SG,0.0,0.0,0.0,0.0
449,2020-01-21,SH,0.0,0.0,0.0,0.0
450,2020-01-21,SO,0.0,0.0,0.0,0.0
451,2020-01-21,SZ,0.0,0.0,0.0,0.0
452,2020-01-21,TG,0.0,0.0,0.0,0.0
453,2020-01-21,TI,0.0,0.0,0.0,0.0
454,2020-01-21,UR,0.0,0.0,0.0,0.0
455,2020-01-21,VD,0.0,0.0,0.0,0.0
456,2020-01-21,VS,0.0,0.0,0.0,0.0
457,2020-01-21,ZG,0.0,0.0,0.0,0.0
458,2020-01-21,ZH,0.0,0.0,0.0,0.0
459,2020-01-22,AG,0.0,0.0,0.0,0.0
460,2020-01-22,AI,0.0,0.0,0.0,0.0
461,2020-01-22,AR,0.0,0.0,0.0,0.0
462,2020-01-22,BE,0.0,0.0,0.0,0.0
463,2020-01-22,BL,0.0,0.0,0.0,0.0
464,2020-01-22,BS,0.0,0.0,0.0,0.0
465,2020-01-22,FL,0.0,0.0,0.0,0.0
466,2020-01-22,FR,0.0,0.0,0.0,0.0
467,2020-01-22,GE,0.0,0.0,0.0,0.0
468,2020-01-22,GL,0.0,0.0,0.0,0.0
469,2020-01-22,GR,0.0,0.0,0.0,0.0
470,2020-01-22,JU,0.0,0.0,0.0,0.0
471,2020-01-22,LU,0.0,0.0,0.0,0.0
472,2020-01-22,NE,0.0,0.0,0.0,0.0
473,2020-01-22,NW,0.0,0.0,0.0,0.0
474,2020-01-22,OW,0.0,0.0,0.0,0.0
475,2020-01-22,SG,0.0,0.0,0.0,0.0
476,2020-01-22,SH,0.0,0.0,0.0,0.0
477,2020-01-22,SO,0.0,0.0,0.0,0.0
478,2020-01-22,SZ,0.0,0.0,0.0,0.0
479,2020-01-22,TG,0.0,0.0,0.0,0.0
480,2020-01-22,TI,0.0,0.0,0.0,0.0
481,2020-01-22,UR,0.0,0.0,0.0,0.0
482,2020-01-22,VD,0.0,0.0,0.0,0.0
483,2020-01-22,VS,0.0,0.0,0.0,0.0
484,2020-01-22,ZG,0.0,0.0,0.0,0.0
485,2020-01-22,ZH,0.0,0.0,0.0,0.0
486,2020-01-23,AG,0.0,0.0,0.0,0.0
487,2020-01-23,AI,0.0,0.0,0.0,0.0
488,2020-01-23,AR,0.0,0.0,0.0,0.0
489,2020-01-23,BE,0.0,0.0,0.0,0.0
490,2020-01-23,BL,0.0,0.0,0.0,0.0
491,2020-01-23,BS,0.0,0.0,0.0,0.0
492,2020-01-23,FL,0.0,0.0,0.0,0.0
493,2020-01-23,FR,0.0,0.0,0.0,0.0
494,2020-01-23,GE,0.0,0.0,0.0,0.0
